DATE_OF_INTEREST,CASE_COUNT,probable_case_count,HOSPITALIZED_COUNT,DEATH_COUNT,DEATH_COUNT_PROBABLE,CASE_COUNT_7DAY_AVG,all_case_count_7day_avg,HOSP_COUNT_7DAY_AVG,DEATH_COUNT_7DAY_AVG,all_death_count_7day_avg,BX_CASE_COUNT,bx_probable_case_count,BX_HOSPITALIZED_COUNT,BX_DEATH_COUNT,bx_probable_death_count,BX_CASE_COUNT_7DAY_AVG,bx_all_case_count_7day_avg,BX_HOSPITALIZED_COUNT_7DAY_AVG,BX_DEATH_COUNT_7DAY_AVG,bx_all_death_count_7day_avg,BK_CASE_COUNT,bk_probable_case_count,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,bk_probable_death_count,BK_CASE_COUNT_7DAY_AVG,bk_all_case_count_7day_avg,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,bk_all_death_count_7day_avg,MN_CASE_COUNT,mn_probable_case_count,MN_HOSPITALIZED_COUNT,MN_DEATH_COUNT,mn_probable_death_count,MN_CASE_COUNT_7DAY_AVG,mn_all_case_count_7day_avg,MN_HOSPITALIZED_COUNT_7DAY_AVG,MN_DEATH_COUNT_7DAY_AVG,mn_all_death_count_7day_avg,QN_CASE_COUNT,qn_probable_case_count,QN_HOSPITALIZED_COUNT,QN_DEATH_COUNT,qn_probable_death_count,QN_CASE_COUNT_7DAY_AVG,qn_all_case_count_7day_avg,QN_HOSPITALIZED_COUNT_7DAY_AVG,QN_DEATH_COUNT_7DAY_AVG,qn_all_death_count_7day_avg,SI_CASE_COUNT,si_probable_case_count,SI_HOSPITALIZED_COUNT,SI_DEATH_COUNT,si_probable_death_count,SI_CASE_COUNT_7DAY_AVG,si_all_case_count_7day_avg,SI_HOSPITALIZED_COUNT_7DAY_AVG,SI_DEATH_COUNT_7DAY_AVG,si_all_death_count_7day_avg,INCOMPLETE
08/30/2021,1840,443,120,13,1,1505,1889,104,12,12,305,90,32,1,0,242,316,24,2,2,583,135,37,4,1,485,603,33,5,5,375,94,13,1,0,286,367,14,1,1,392,85,32,6,0,347,429,29,3,3,182,39,8,1,0,144,172,6,1,1,0
08/31/2021,1623,372,123,10,1,1474,1852,106,12,12,259,86,30,1,0,236,311,26,1,1,531,99,35,3,1,473,587,33,5,5,305,85,25,2,0,279,358,15,1,1,326,71,24,2,0,335,416,28,3,3,202,31,12,2,0,149,178,7,1,1,0
09/01/2021,1560,334,127,13,0,1442,1804,109,12,13,225,81,28,3,0,228,303,26,1,1,487,111,34,2,0,461,569,33,4,5,348,68,22,2,0,276,351,16,1,1,360,59,37,6,0,332,407,29,4,4,140,15,9,0,0,144,172,8,1,1,0
09/02/2021,1432,334,94,11,2,1411,1761,107,12,13,212,80,32,2,0,222,299,27,1,1,478,91,23,3,2,454,556,31,4,5,263,63,6,3,0,267,336,15,2,2,304,73,24,3,0,320,394,28,4,4,174,27,11,0,0,148,174,9,1,1,0
09/03/2021,1422,330,78,8,0,1407,1748,103,12,12,216,69,17,3,0,218,293,25,2,2,429,111,26,3,0,449,550,30,4,5,248,55,11,1,0,265,332,15,1,1,331,71,22,0,0,317,389,27,3,3,197,24,4,1,0,157,183,8,1,1,0
09/04/2021,905,255,108,12,1,1396,1727,106,11,12,126,46,22,3,0,212,283,27,2,2,255,79,37,4,0,444,544,32,4,4,154,49,13,1,0,265,330,14,1,1,260,60,32,3,0,319,388,28,3,3,110,21,6,1,1,157,182,8,1,1,0
09/05/2021,954,262,74,13,2,1391,1724,103,11,12,138,47,16,3,0,212,283,25,2,2,334,94,25,3,1,442,545,31,3,4,158,48,10,3,0,264,330,14,2,2,214,52,16,3,1,312,380,27,3,3,110,21,7,1,0,159,185,8,1,1,0
09/06/2021,943,269,77,17,1,1263,1571,97,12,13,164,55,18,5,0,191,258,23,3,3,274,91,25,6,1,398,495,29,3,4,181,39,11,0,0,237,295,14,2,2,226,59,21,5,0,289,352,25,3,3,98,25,6,1,0,147,171,8,1,1,0
09/07/2021,1571,374,112,7,0,1255,1564,96,12,12,285,86,19,4,0,195,261,22,3,3,434,108,33,2,0,384,482,29,3,4,307,67,26,0,0,237,293,14,1,1,372,81,27,1,0,295,360,26,3,3,171,32,7,0,0,143,166,7,1,1,0
09/08/2021,1592,388,98,21,0,1260,1576,92,13,14,234,60,22,1,0,196,260,21,3,3,465,104,29,9,0,381,478,28,4,5,371,104,21,3,0,240,301,14,2,2,390,91,25,6,0,300,369,24,3,3,131,29,3,2,0,142,167,6,1,1,0
09/09/2021,1713,388,100,18,1,1300,1624,92,14,14,241,58,38,3,0,201,261,22,3,3,630,103,27,3,1,403,502,29,4,5,313,114,11,3,0,247,315,15,2,2,400,93,19,8,0,313,386,23,4,4,129,20,8,1,0,135,160,6,1,1,0
09/10/2021,1548,412,99,15,0,1318,1653,95,15,15,232,91,26,2,0,203,266,23,3,3,504,119,30,6,0,414,513,29,5,5,302,90,11,1,0,255,328,15,2,2,378,82,27,6,0,320,394,24,5,5,131,30,6,0,0,126,151,6,1,1,0
09/11/2021,1037,320,84,15,0,1337,1682,92,15,16,139,60,13,1,0,205,270,22,3,3,335,116,29,8,0,425,530,28,5,6,170,54,12,0,0,257,331,15,1,1,288,74,22,5,0,324,400,22,5,5,104,16,8,1,0,125,150,6,1,1,0
09/12/2021,1213,343,88,11,0,1374,1730,94,15,15,127,68,14,3,0,203,271,21,3,3,504,137,30,2,0,449,561,29,5,5,222,57,14,2,0,267,342,15,1,1,258,63,26,3,0,330,408,24,5,5,102,18,6,1,0,124,148,6,1,1,0
09/13/2021,1738,440,104,12,1,1487,1868,98,14,14,223,71,15,3,1,212,282,21,2,3,633,161,35,4,0,501,622,30,5,5,370,84,24,1,0,294,375,17,1,1,389,91,21,2,0,354,436,24,4,4,122,33,9,2,0,127,153,7,1,1,0
09/14/2021,1642,434,82,9,1,1498,1887,94,14,15,201,73,12,1,0,200,268,20,2,2,609,138,31,6,0,526,651,30,5,6,311,94,20,1,1,294,379,16,2,2,372,90,16,1,0,354,437,22,4,4,147,39,6,0,0,124,150,7,1,1,0
09/15/2021,1611,453,95,10,0,1500,1899,93,13,13,233,73,13,0,0,199,270,19,2,2,550,143,36,5,0,538,669,31,5,5,320,72,7,0,0,287,368,14,1,1,353,126,29,4,0,348,437,23,4,4,153,39,11,1,0,127,155,8,1,1,0
09/16/2021,1388,424,83,11,1,1454,1858,91,12,12,193,74,21,2,0,193,265,16,2,2,451,126,20,2,1,512,647,30,5,5,284,81,11,2,0,283,359,14,1,1,322,106,27,4,0,337,427,24,4,4,135,37,7,1,0,128,158,8,1,1,0
09/17/2021,1525,436,89,11,0,1451,1858,89,11,12,174,83,13,2,0,184,256,14,2,2,560,122,28,6,0,520,655,30,5,5,322,96,19,1,0,286,362,15,1,1,365,102,26,1,0,335,428,24,3,3,104,33,5,1,0,124,155,7,1,1,0
09/18/2021,956,340,87,10,1,1439,1849,90,11,11,107,60,17,2,0,180,251,15,2,2,357,106,30,1,0,523,657,30,4,4,138,49,17,1,0,281,357,16,1,1,264,95,22,6,1,332,428,24,3,3,89,30,3,0,0,122,154,7,1,1,0
09/19/2021,1057,441,70,16,1,1417,1841,87,11,12,140,83,8,2,0,182,255,14,2,2,464,139,25,9,0,518,651,29,5,5,161,66,13,1,0,272,350,16,1,1,213,118,15,4,1,325,429,22,3,3,79,35,9,0,0,118,154,7,1,1,0
09/20/2021,1642,495,99,16,0,1403,1835,86,12,12,244,113,26,2,0,185,264,16,2,2,545,124,28,7,0,505,633,28,5,5,296,86,19,2,0,262,339,15,1,1,404,137,19,4,0,328,438,22,3,4,150,35,8,1,0,122,158,7,1,1,0
09/21/2021,1302,455,85,13,0,1354,1789,87,12,13,202,93,18,1,0,185,267,17,2,2,397,134,25,4,0,475,603,27,5,5,283,85,14,2,0,258,334,14,1,1,324,120,23,6,0,321,436,23,4,4,95,23,5,0,0,115,148,7,1,1,0
09/22/2021,1415,446,97,13,1,1326,1760,87,13,13,205,98,19,2,0,181,267,17,2,2,509,127,35,6,0,469,594,27,5,5,280,64,14,0,0,252,327,15,1,1,307,120,24,5,0,314,428,22,4,5,111,37,5,0,1,109,142,6,0,1,0
09/23/2021,1292,465,99,12,0,1313,1752,89,13,13,139,91,16,2,0,173,262,17,2,2,513,151,42,2,0,478,607,30,5,5,223,80,11,1,0,243,318,15,1,1,324,117,21,5,0,314,430,21,4,5,90,26,9,2,0,103,134,6,1,1,0
09/24/2021,1222,436,81,8,2,1269,1709,88,13,13,156,99,9,4,1,170,261,16,2,2,452,129,35,2,1,462,592,31,4,5,238,59,13,0,0,231,301,14,1,1,294,119,24,2,0,304,422,21,5,5,80,30,2,0,0,99,130,6,0,1,0
09/25/2021,814,322,69,15,1,1249,1686,86,13,14,100,72,15,3,0,169,262,16,2,2,309,100,25,5,1,456,585,31,5,5,131,50,5,1,0,230,300,13,1,1,191,82,21,5,0,294,410,21,4,5,82,18,4,1,0,98,127,6,1,1,0
09/26/2021,856,347,55,15,1,1220,1644,84,13,14,97,65,10,3,1,163,253,16,2,3,333,112,21,5,0,437,562,30,4,5,139,54,7,0,0,227,295,12,1,1,201,93,13,3,0,292,405,21,4,4,86,23,4,4,0,99,127,5,1,1,0
09/27/2021,1391,406,75,17,0,1185,1596,80,13,14,185,98,17,5,0,155,243,15,3,3,518,117,29,4,0,433,557,30,4,4,254,69,7,3,0,221,287,10,1,1,323,105,20,5,0,281,389,21,4,4,110,17,4,0,0,93,118,5,1,1,0
09/28/2021,1118,395,66,13,1,1158,1561,77,13,14,158,100,11,2,0,149,238,14,3,3,355,103,20,5,1,427,547,30,4,5,211,58,10,2,0,211,273,10,1,1,296,107,22,4,0,277,383,21,4,4,97,27,6,0,0,94,119,5,1,1,0
09/29/2021,1096,407,64,13,1,1113,1510,73,13,14,150,87,16,1,0,141,228,13,3,3,368,117,24,3,0,407,525,28,4,4,211,67,8,1,0,201,263,9,1,1,269,105,13,6,1,271,375,19,4,4,96,31,4,2,0,92,116,5,1,1,0
09/30/2021,1139,411,64,8,0,1091,1480,68,13,14,151,86,13,0,0,142,229,13,3,3,455,138,22,3,0,399,515,25,4,4,200,61,7,0,0,198,257,8,1,1,240,96,17,4,0,259,360,19,4,4,92,30,6,1,0,92,117,4,1,1,0
10/01/2021,1087,409,81,8,0,1072,1457,68,13,13,134,77,17,1,0,139,223,14,2,2,408,126,29,2,0,392,508,24,4,4,213,70,8,1,0,194,255,7,1,1,256,110,31,3,0,254,353,20,4,4,76,26,2,1,0,91,116,4,1,1,0
10/02/2021,681,277,64,12,0,1053,1431,67,12,13,75,46,18,2,0,136,216,15,2,2,280,94,18,4,0,388,503,23,4,4,122,44,6,0,0,193,253,8,1,1,156,75,21,6,0,249,347,20,4,5,48,18,4,0,0,86,111,4,1,1,0
10/03/2021,907,278,63,12,0,1060,1429,68,12,12,67,44,11,3,0,131,208,15,2,2,458,98,28,4,0,406,519,24,4,4,95,47,10,3,0,187,246,8,1,1,217,69,16,2,0,251,346,20,4,4,69,19,2,0,0,84,108,4,1,1,0
10/04/2021,1271,416,78,12,1,1043,1413,69,11,12,158,86,16,5,0,128,203,15,2,2,512,121,30,3,0,405,519,24,3,4,220,65,10,1,0,182,241,8,1,1,293,111,19,2,1,247,343,20,4,4,88,33,3,1,0,81,107,4,1,1,0
10/05/2021,1270,349,72,6,0,1064,1428,69,10,10,168,60,10,1,0,129,198,14,2,2,506,125,29,1,0,427,544,26,3,3,224,62,14,0,0,184,243,9,1,1,267,82,14,3,0,243,335,19,4,4,105,20,5,1,0,82,107,4,1,1,0
10/06/2021,1147,334,63,15,1,1072,1425,69,10,11,137,56,13,4,1,127,192,14,2,2,487,103,13,6,0,444,559,24,3,3,219,68,11,2,0,185,244,9,1,1,230,87,22,1,0,237,327,20,3,3,74,20,7,2,0,79,103,4,1,1,0
10/07/2021,1079,365,62,13,0,1063,1410,69,11,11,121,55,15,3,0,123,183,14,3,3,406,112,13,2,0,437,548,23,3,3,181,75,8,3,0,182,244,10,1,1,272,99,20,4,0,242,332,20,3,3,98,24,6,1,0,80,103,4,1,1,0
10/08/2021,1012,342,45,15,0,1052,1390,64,12,12,126,53,8,0,0,122,179,13,3,3,451,104,15,7,0,443,551,21,4,4,167,57,11,2,0,175,235,10,2,2,190,107,10,5,0,232,322,17,3,3,77,21,3,1,0,80,102,4,1,1,0
10/09/2021,612,241,68,8,0,1043,1375,64,12,12,67,42,14,0,0,121,177,12,2,2,250,93,26,3,0,439,547,22,4,4,95,43,10,1,0,172,231,11,2,2,145,47,14,4,0,231,317,16,3,3,55,16,4,0,0,81,103,4,1,1,0
10/10/2021,688,225,51,16,1,1011,1336,63,12,13,62,39,11,1,0,120,176,12,2,2,308,82,20,5,0,417,523,21,4,4,94,40,7,3,0,171,230,10,2,2,151,48,7,3,1,221,304,15,3,3,72,16,7,4,0,81,103,5,1,1,0
10/11/2021,935,309,56,9,0,963,1273,60,12,12,108,65,9,1,0,113,166,11,1,2,363,96,17,1,0,396,498,19,4,4,173,54,10,0,0,165,222,10,2,2,224,77,15,6,0,211,289,15,4,4,67,17,5,1,0,78,97,5,1,1,0
10/12/2021,1144,288,49,3,1,945,1246,56,11,12,128,42,7,0,0,107,157,11,1,1,463,108,15,1,0,390,489,17,4,4,201,51,9,0,0,161,217,9,2,2,239,71,18,1,1,207,284,15,3,4,112,16,4,1,0,79,98,5,1,1,0
10/13/2021,1111,275,73,9,0,940,1232,58,10,11,121,51,14,1,0,105,154,11,1,1,410,99,27,2,0,379,478,19,3,3,227,46,14,0,0,163,215,10,1,1,237,52,14,5,0,208,280,14,4,4,115,27,8,1,0,85,105,5,1,1,0
10/14/2021,1025,293,49,8,0,932,1214,56,10,10,109,59,11,0,0,103,153,11,0,0,426,108,12,2,0,382,480,19,3,3,174,44,8,1,0,162,209,10,1,1,205,65,17,4,0,199,265,14,4,4,111,17,2,1,0,87,106,5,1,1,0
10/15/2021,886,234,61,7,1,914,1181,58,9,9,112,37,11,2,0,101,149,11,1,1,322,81,12,2,0,363,458,18,2,2,164,27,14,0,0,161,205,10,1,1,207,67,20,3,1,201,262,15,4,4,81,22,4,0,0,88,106,5,1,1,0
10/16/2021,489,193,56,6,0,897,1156,56,8,9,56,21,10,0,0,99,144,10,1,1,194,78,20,4,0,355,448,18,2,2,55,33,5,0,0,155,198,10,1,1,137,44,16,1,0,200,261,15,3,4,47,17,6,1,0,86,105,5,1,1,0
10/17/2021,586,205,48,9,2,882,1139,56,7,8,49,39,2,2,0,98,142,9,1,1,260,75,29,3,1,348,440,19,2,2,80,31,8,1,0,153,194,10,0,0,131,47,9,3,1,197,258,16,3,4,66,13,2,0,0,86,104,4,1,1,0
10/18/2021,874,298,58,11,1,874,1129,56,8,8,108,50,10,1,0,98,140,9,1,1,364,101,20,5,1,348,441,19,3,3,142,54,2,1,0,149,190,9,0,0,179,65,18,3,0,191,249,16,3,3,80,28,9,1,0,87,107,5,1,1,0
10/19/2021,798,203,51,10,1,824,1067,57,9,9,93,41,12,1,0,93,135,10,1,1,314,74,17,3,0,327,415,20,3,3,136,32,8,2,1,140,178,8,1,1,172,41,11,3,0,181,236,15,3,3,83,15,3,1,0,83,103,5,1,1,0
10/20/2021,800,208,52,7,1,780,1013,54,8,9,99,29,8,1,0,89,129,9,1,1,294,79,19,4,0,311,396,18,3,4,157,40,9,0,1,130,167,8,1,1,175,53,9,2,0,172,227,14,3,3,75,7,7,0,0,78,95,5,1,1,0
10/21/2021,811,195,50,13,0,749,969,54,9,10,85,44,6,2,0,86,123,8,1,1,341,66,18,3,0,298,378,19,3,4,132,38,3,1,0,124,160,7,1,1,166,35,18,6,0,167,217,14,3,3,87,12,6,1,0,74,90,5,1,1,0
10/22/2021,695,228,48,9,1,722,940,52,9,10,86,51,12,2,0,82,122,9,1,1,262,70,18,1,1,290,367,20,3,4,131,41,5,1,0,119,157,6,1,1,139,54,11,3,0,157,205,13,3,3,76,12,3,2,0,73,88,5,1,1,0
10/23/2021,451,144,42,10,0,716,928,50,10,11,55,25,7,1,0,82,122,8,1,1,162,51,15,4,0,285,359,19,3,4,94,24,6,0,0,125,162,6,1,1,79,31,10,5,0,149,195,12,4,4,61,13,6,0,0,75,90,5,1,1,0
10/24/2021,444,149,44,14,0,696,900,49,11,11,37,32,8,3,0,80,119,9,2,2,198,51,16,4,0,276,347,18,3,4,68,23,7,0,0,123,159,6,1,1,83,31,9,4,0,142,186,12,4,4,57,12,4,3,0,74,88,5,1,1,0
10/25/2021,896,239,35,9,0,699,894,46,10,11,94,57,5,2,0,78,118,8,2,2,363,83,13,5,0,276,344,17,3,4,168,45,4,0,0,127,161,6,1,1,187,44,11,2,0,143,184,11,4,4,82,10,2,0,0,74,86,4,1,1,0
10/26/2021,597,149,43,7,0,671,858,45,10,10,64,23,6,2,0,74,112,7,2,2,238,51,19,2,0,265,330,17,3,3,101,31,4,1,0,122,156,5,0,1,125,33,9,2,0,136,176,11,3,3,69,11,5,0,0,72,83,5,1,1,0
10/27/2021,758,211,49,9,1,665,852,44,10,10,100,42,8,0,0,74,114,7,2,2,288,60,18,5,1,265,326,17,3,4,146,49,7,1,0,120,156,5,1,1,153,49,14,3,0,133,173,12,4,4,71,11,2,0,0,72,83,4,1,1,0
10/28/2021,738,193,40,7,0,654,842,43,9,10,82,36,9,1,0,74,112,8,2,2,311,73,12,2,0,260,323,16,3,4,122,39,10,1,0,119,155,6,1,1,145,32,8,2,0,130,169,10,3,3,77,13,1,1,0,70,82,3,1,1,0
10/29/2021,641,200,32,4,0,646,830,41,9,9,87,29,6,1,0,74,109,7,1,1,230,59,8,0,0,256,317,14,3,3,123,47,8,1,0,117,154,7,1,1,145,51,8,2,0,131,170,10,3,3,56,14,3,0,0,68,80,3,1,1,0
10/30/2021,400,156,30,9,0,639,824,39,8,9,41,21,6,0,0,72,106,7,1,1,158,56,12,2,0,255,317,14,3,3,61,31,3,3,0,113,151,6,1,1,101,39,5,4,0,134,174,9,3,3,39,9,4,0,0,64,76,3,1,1,0
10/31/2021,446,154,31,7,0,639,825,37,7,8,47,23,5,0,0,74,107,6,1,1,199,49,8,0,0,255,317,13,2,2,59,30,8,1,0,111,150,6,1,1,109,41,8,5,0,138,179,9,3,3,32,11,3,1,0,61,72,3,0,0,0
11/01/2021,779,278,39,4,0,623,814,38,7,7,74,49,7,0,0,71,103,7,1,1,313,94,12,2,0,248,311,13,2,2,141,52,4,1,0,108,147,6,1,1,195,66,13,1,0,139,183,9,3,3,56,17,4,0,0,57,69,3,0,0,0
11/02/2021,805,238,51,9,0,652,857,39,7,7,78,37,11,1,0,73,107,7,0,0,302,84,19,3,0,257,325,13,2,2,173,53,4,0,0,118,161,6,1,1,191,50,10,2,0,148,195,9,3,3,60,14,7,3,0,56,69,3,1,1,0
11/03/2021,825,272,53,6,0,662,875,39,7,7,75,35,12,1,0,69,102,8,1,1,300,67,24,1,0,259,328,14,1,1,181,65,5,1,0,123,168,6,1,1,202,95,9,3,0,155,209,9,3,3,66,10,4,0,0,55,68,4,1,1,0
11/04/2021,906,259,39,4,0,686,908,39,6,6,108,46,6,0,0,73,107,8,0,0,349,80,14,3,0,264,334,14,2,2,208,56,3,0,0,135,183,5,1,1,187,67,15,0,0,161,220,10,2,2,53,10,3,1,0,52,64,4,1,1,0
11/05/2021,769,268,34,5,0,704,936,40,6,6,90,35,9,1,0,73,108,8,0,0,290,78,13,3,0,273,346,15,2,2,148,72,4,0,0,139,190,4,1,1,186,69,5,1,0,167,228,9,2,2,54,14,4,0,0,51,64,4,1,1,0
11/06/2021,508,220,40,11,1,720,961,41,7,7,57,34,11,1,0,76,113,9,1,1,198,74,15,2,0,279,354,15,2,2,74,53,4,0,0,141,195,5,0,0,136,48,8,4,1,172,235,10,2,2,42,11,3,4,0,52,64,4,1,1,0
11/07/2021,542,217,34,8,0,733,984,41,7,7,46,33,4,0,0,75,114,9,1,1,205,80,16,3,0,280,359,16,2,2,104,42,1,1,0,147,203,4,0,0,135,41,10,2,0,176,238,10,2,2,52,21,5,2,0,55,69,4,1,1,0
11/08/2021,1135,306,44,8,0,784,1039,42,7,7,140,52,13,2,0,85,124,9,1,1,401,87,16,1,0,292,371,17,2,2,230,79,2,1,0,160,220,3,0,0,270,66,8,3,0,187,249,9,2,2,93,21,6,1,0,60,74,5,2,2,0
11/09/2021,1037,277,34,12,0,817,1077,40,8,8,100,38,6,3,0,88,127,9,1,1,358,80,9,5,0,300,378,15,3,3,243,65,5,0,0,170,231,3,0,0,246,75,11,2,0,195,260,9,2,2,90,19,5,2,0,64,79,4,1,1,0
11/10/2021,1048,358,46,6,0,849,1121,39,8,8,122,67,12,0,0,95,138,9,1,1,363,104,16,2,0,309,392,14,3,3,237,70,4,1,0,178,240,3,0,0,256,91,12,2,0,202,268,10,2,2,67,26,2,1,0,64,82,4,2,2,0
11/11/2021,874,321,49,6,0,845,1126,40,8,8,90,66,9,1,0,92,139,9,1,1,345,99,22,4,0,309,395,15,3,3,167,61,3,0,0,172,235,3,0,0,225,77,13,1,0,208,274,10,2,2,46,18,3,0,0,63,82,4,1,1,0
11/12/2021,1028,321,42,14,2,882,1170,41,9,10,109,48,8,2,1,95,143,9,1,1,372,92,17,6,0,320,408,16,3,3,201,67,6,1,0,179,242,4,1,1,256,87,12,2,1,218,287,11,2,3,89,26,0,3,0,68,89,3,2,2,0
11/13/2021,614,209,43,5,2,897,1184,42,8,9,65,32,5,1,0,96,144,8,1,1,241,59,20,3,2,326,412,17,3,4,105,51,4,0,0,184,246,4,1,1,153,53,10,0,0,220,290,11,2,2,50,14,6,1,0,70,90,4,1,1,0
11/14/2021,686,258,39,6,0,917,1210,42,8,9,47,44,3,2,0,96,146,8,2,2,257,79,17,1,0,334,420,17,3,3,142,49,4,1,0,189,252,4,1,1,169,72,12,1,0,225,299,11,2,2,70,14,5,1,0,72,92,4,1,1,0
11/15/2021,1263,369,48,9,3,936,1238,43,8,9,136,68,8,2,0,96,147,7,2,2,428,119,9,3,1,338,428,16,3,4,253,65,11,2,0,193,254,5,1,1,320,92,16,2,1,232,310,12,1,2,126,25,4,0,1,77,97,4,1,1,0
11/16/2021,1272,336,42,10,0,969,1280,44,8,9,151,57,7,2,0,103,157,7,1,2,430,85,8,1,0,348,439,16,3,3,286,58,9,1,0,199,259,6,1,1,303,114,13,4,0,240,324,13,2,2,100,21,6,2,0,78,99,4,1,1,0
11/17/2021,1329,379,51,7,0,1009,1323,45,8,9,163,67,12,1,0,109,163,7,2,2,432,111,17,1,0,358,450,16,3,3,281,76,9,2,0,205,266,7,1,1,354,91,11,2,0,254,338,12,2,2,99,32,4,1,0,83,104,4,1,1,0
11/18/2021,1310,368,54,8,0,1072,1392,46,8,9,172,69,13,2,0,120,175,8,2,2,428,97,20,3,0,370,461,15,3,3,297,94,2,0,0,224,289,6,1,1,318,84,16,3,0,268,352,13,2,2,95,24,4,0,0,90,112,4,1,1,0
11/19/2021,1184,383,51,8,0,1094,1423,47,8,8,114,66,4,1,0,121,179,7,2,2,353,104,18,2,0,367,460,16,2,2,268,73,6,1,0,233,300,6,1,1,330,118,21,4,0,278,367,14,2,2,119,22,4,0,0,94,116,5,1,1,0
11/20/2021,826,292,47,10,0,1124,1465,47,8,9,71,57,8,2,0,122,183,8,2,2,279,81,17,3,0,372,469,15,2,2,143,57,6,1,0,239,306,7,1,1,253,87,13,4,0,292,386,15,3,3,80,10,3,0,0,98,120,4,1,1,0
11/21/2021,840,311,42,4,0,1146,1495,48,8,8,74,45,4,1,0,126,187,8,2,2,293,85,14,1,0,378,475,15,2,2,149,60,9,0,0,240,309,7,1,1,233,103,13,2,0,302,400,15,3,3,91,18,3,0,0,101,123,4,0,1,0
11/22/2021,1528,477,56,6,2,1184,1548,49,8,8,152,75,12,0,0,128,190,9,1,1,517,156,15,3,1,390,493,16,2,2,297,89,6,0,0,246,318,7,1,1,413,127,18,2,1,315,418,15,3,3,148,30,5,1,0,105,127,4,1,1,0
11/23/2021,1378,349,63,6,0,1199,1565,52,7,7,144,47,10,1,0,127,188,9,1,1,482,104,21,4,0,398,503,17,2,3,286,64,3,0,0,246,319,6,1,1,354,107,20,1,0,322,425,16,3,3,111,27,11,0,0,106,129,5,0,0,0
11/24/2021,1416,438,68,12,2,1212,1586,54,8,8,160,64,16,2,0,127,187,10,1,1,460,117,17,6,1,402,508,17,3,3,255,75,12,1,1,242,315,6,0,1,386,147,16,2,0,327,437,17,3,3,155,35,8,1,0,114,138,5,0,0,0
11/25/2021,531,248,68,8,0,1100,1457,56,8,8,35,42,11,0,0,107,164,9,1,1,189,78,26,3,0,368,471,18,3,3,103,52,5,0,0,214,282,7,0,1,148,61,23,3,0,302,410,18,3,3,56,15,3,2,0,109,131,5,1,1,0
11/26/2021,1171,406,75,9,2,1099,1459,60,8,9,142,68,15,1,0,111,168,11,1,1,364,102,19,2,1,369,472,18,3,4,198,73,10,1,0,204,272,7,0,1,352,129,23,4,0,306,414,18,3,3,114,33,10,1,1,108,132,6,1,1,0
11/27/2021,971,355,63,9,0,1119,1488,62,8,9,100,52,7,1,0,115,171,11,1,1,302,95,22,3,0,372,478,19,3,4,157,67,13,1,0,206,275,8,0,1,306,105,18,2,0,313,424,19,2,2,105,36,5,2,0,111,139,6,1,1,0
11/28/2021,1060,402,58,9,1,1151,1533,64,8,9,89,62,9,2,0,117,176,11,1,1,318,112,16,1,1,376,485,19,3,4,191,68,6,0,0,212,282,8,0,1,333,131,25,6,0,327,443,20,3,3,128,29,5,0,0,117,146,7,1,1,0
11/29/2021,2328,616,83,10,0,1265,1667,68,9,10,287,107,13,1,0,137,200,12,1,1,661,180,31,5,0,397,509,22,3,4,455,131,10,1,0,235,311,8,1,1,684,159,22,3,0,366,486,21,3,3,238,39,8,0,0,130,160,7,1,1,0
11/30/2021,2006,530,90,7,0,1355,1783,72,9,10,278,98,20,0,0,156,226,13,1,1,577,146,22,4,0,410,529,22,3,4,395,80,11,0,0,251,329,10,1,1,574,173,34,2,0,398,527,23,3,3,179,32,6,1,0,139,171,6,1,1,0
12/01/2021,2180,624,89,16,2,1464,1918,75,10,10,279,87,15,4,0,173,247,13,1,1,700,175,30,7,1,444,571,24,4,4,395,104,18,0,0,271,353,10,0,0,584,216,26,3,1,426,565,24,3,3,220,42,4,2,0,149,181,6,1,1,0
12/02/2021,2109,618,90,15,1,1689,2197,78,11,12,307,94,15,4,0,212,293,13,2,2,629,172,34,6,1,507,648,25,4,5,396,106,14,1,0,312,402,12,1,1,561,197,23,3,0,485,643,24,3,3,214,49,7,1,0,171,208,6,1,1,0
12/03/2021,1893,535,104,13,0,1792,2318,82,11,12,241,93,23,1,0,226,311,15,2,2,579,137,24,7,0,538,683,26,5,5,318,87,17,1,0,330,421,13,1,1,554,183,35,2,0,514,680,26,3,3,200,35,8,2,0,183,221,6,1,1,0
12/04/2021,1321,442,85,10,1,1842,2381,86,11,12,172,85,17,2,0,236,326,16,2,2,382,109,31,4,1,549,697,27,5,5,186,100,14,1,0,334,430,13,1,1,412,119,20,3,0,529,697,26,3,3,169,28,4,0,0,193,229,6,1,1,0
12/05/2021,1403,518,104,14,0,1891,2446,92,12,13,122,83,17,0,0,241,333,17,2,2,463,136,31,6,0,570,721,29,6,6,237,84,16,4,0,340,439,14,1,1,418,180,31,4,0,541,716,27,3,3,162,35,10,0,0,197,235,7,1,1,0
12/06/2021,2798,738,141,8,1,1959,2531,100,12,13,365,135,23,2,0,252,348,19,2,2,849,178,59,3,1,597,747,33,5,6,580,158,16,1,0,358,461,15,1,1,749,213,38,2,0,550,733,30,3,3,253,54,6,0,0,200,239,6,1,1,0
